id,author,year,country,intervention,title,instrument,sample.stroke.baseline,sample.healthy.baseline,patient.type,group.id,age,age.sd,male,female,m.f,m.f.1,isch,hem,tia,lacunar,sah,other.or.undetermined,prev.stroke,instrument.subtest,instrument.detail,domain,day1i,n1i,m1i,sd1i,day2i,n2i,m2i,sd2i,Ni,design,quality,score,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,diff.days,stage,age.group,interv.type,exposure,exp.of.int,all.domains,all.prev.stroke,yi,vi,group.id.orig
2,Akinwuntan et al.,2005,Belgium,yes,Effect of simulator training on driving after stroke: a randomized controlled trial,sdsa,73,NA,first-ever (isch or hem),driving task - 2,54,11,0.861,0.139,36,36,0.806,7,NA,NA,NA,NA,NA,sm [compass],sdsa-sm [compass],hlcf,54,36,12.77,7.95,279,36,17.11,8.38,73,NA,fair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,181-729 days,<65,non-convent. interv.,NA,non-convent. interv.,visuo-perceptual | hlcf,0,0.525635973,0.0575796,driving task
2,Akinwuntan et al.,2005,Belgium,yes,Effect of simulator training on driving after stroke: a randomized controlled trial,sdsa,73,NA,first-ever (isch or hem),driving task - 2,54,11,0.861,0.139,36,36,0.806,7,NA,NA,NA,NA,NA,rsrt,sdsa-rsrt,hlcf,54,36,4.74,2.91,279,36,5.49,2.94,73,NA,fair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,181-729 days,<65,non-convent. interv.,NA,non-convent. interv.,visuo-perceptual | hlcf,0,0.253648169,0.056026873,driving task
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,NA,ment stat,ksnap-ment stat,global cognition,90,30,9.07,0.83,365,23,8.61,1.31,30,case-control,good,12-Nov,yes,yes,yes,yes,yes,yes,cd,yes,yes,yes,yes,yes,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.425953387,0.078653444,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,NA,num recall,ksnap-num recall,memory,90,30,10.14,1.46,365,23,10.89,3.03,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.324893236,0.077883142,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,NA,4 letter word,ksnap-4 letter word,language,90,30,9.4,2.57,365,23,9.17,3.07,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.081024245,0.076878238,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,NA,gestalt clos,ksnap-gestalt clos,visuo-perceptual,90,30,9.03,0.65,365,23,8.83,3.52,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.083376218,0.076882163,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,composite,ksnap-composite,global cognition,90,30,97,12.42,365,23,95.82,17.14,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.079387985,0.076875574,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,informat,wais-r-informat,language,90,30,9.47,3.15,365,23,9.64,2.66,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.056801141,0.076844347,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,digit sp,wais-r-digit sp,memory,90,30,9.2,2.93,365,23,8.82,3.57,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.116205278,0.076948677,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,arithm,wais-r-arithm,calculation,90,30,8.8,3.09,365,23,9.18,3.35,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.116820406,0.076950132,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,simil,wais-r-simil,hlcf,90,30,9.43,2.93,365,23,9.09,3.65,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.102747218,0.076918763,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,pic compl,wais-r-pic compl,hlcf,90,30,9.83,3.42,365,23,9.95,3.55,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.034005235,0.076823333,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,bdt,wais-r-bdt,hlcf,90,30,8.9,2.84,365,23,9.45,3.2,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.180585862,0.077142647,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,digit symb,wais-r-digit symb,hlcf,90,30,8.13,2.61,365,23,8.82,2.46,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.266965287,0.077535096,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,viq,wais-r-viq,language,90,30,96.9,13.8,365,23,96.41,14.81,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.033890526,0.076823254,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,piq,wais-r-piq,hlcf,90,30,96.27,14.92,365,23,99.5,17.09,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.200235001,0.077218609,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,bsi,wais-r-bsi,attention,90,30,92.25,14.3,365,23,95.89,15.04,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.245227666,0.077422071,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,fsiq,wais-r-fsiq,global cognition,90,30,96.53,13.9,365,23,97.68,15.83,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.076742572,0.076871381,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ravlt,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,total,ravlt,memory,90,30,38.87,10.66,365,23,40.36,13.82,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.121073335,0.076960402,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ravlt,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,recog trial,ravlt-recog trial,memory,90,30,13.3,2.22,365,23,13.72,1.42,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.215929591,0.077284914,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ravlt,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,delay,ravlt-delay,memory,90,30,7.97,3.66,365,23,8.32,3.82,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.092449364,0.076898358,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,rocf,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,copy,rocf-copy,visuo-perceptual,90,30,26.65,8.05,365,23,26.88,9.07,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.026642887,0.0768188,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,rocf,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,delay,rocf-delay,memory,90,30,11.4,6.95,365,23,10.84,7.31,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.07762433,0.076872762,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,rbmt,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,total,rbmt,memory,90,30,17.73,4.86,365,23,17.82,6.36,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.015956413,0.076814179,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,mmse,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,total,mmse,global cognition,90,30,27.52,11.34,365,23,27.64,2.74,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.01352921,0.076813452,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,cowat,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,f-a-s,cowat-f-a-s,language,90,30,27.18,1.34,365,23,27.77,2.74,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.281641202,0.077616829,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,clock task,30,30,first-ever (isch),stroke - 7,68.33,16.79,0.533,0.467,30,30,1,0,NA,NA,NA,NA,0,total,clock task,hlcf,90,30,2.72,0.59,365,23,2.55,0.74,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,stroke,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.254186916,0.077467492,stroke
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,ment stat,ksnap-ment stat,global cognition,90,30,8.53,1.89,365,23,8.74,1.63,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.116069532,0.076948357,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,num recall,ksnap-num recall,memory,90,30,10.63,3.39,365,23,10.54,2.52,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,-0.029116216,0.0768202,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,4 letter word,ksnap-4 letter word,language,90,30,8.07,2.92,365,23,9.65,3.69,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.475388471,0.079105773,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,gestalt clos,ksnap-gestalt clos,visuo-perceptual,90,30,9.03,0.67,365,23,10.3,3.05,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.605640646,0.080535169,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,ksnap,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,composite,ksnap-composite,global cognition,90,30,93.83,15.07,365,23,100.78,16.65,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.43416451,0.078725139,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,informat,wais-r-informat,language,90,30,10.1,4.12,365,23,10.95,4.04,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.204966515,0.077238071,healthy
7,Anderson et al.,2008,Australia,no,Individuals with first-ever clinical presentation of a lacunar infarction syndrome: Is there an increased likelihood of developing mild cognitive impairment in the first 12 months after stroke?,wais-r,30,30,healthy,healthy - 7,68.33,16.79,0.533,0.467,30,30,NA,NA,NA,NA,NA,NA,0,digit sp,wais-r-digit sp,memory,90,30,9.6,3.33,365,23,10.55,3.63,30,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,181-729 days,65-70,NA,healthy,stroke | healthy,global cognition | memory | language | visuo-perceptual | calculation | hlcf | attention,0,0.270302298,0.077553296,healthy
